body,published_on,source,tags,title
This week the hardware wallet Trezor added the ability to buy and trade cryptocurrencies within its beta wallet’s interface. Now users can swap between eleven different digital assets without the possibility of compromising funds by leaving them on an exchange. Also read: The Bitcoin Files Protocol Provides a BCH Secured File Storage System Trezor Hardware Wallet’s [&#8230;]The post Trezor Users Can Now Exchange Cryptocurrencies Directly In-Wallet appeared first on Bitcoin News.,2018-09-24 14:10:28,bitcoin.com,Wallets|BCH|BTC|BTG|Changelly|Changenow|Coinmama|Coinswitch|Cryptocurrencies|dash|Doge|ETC|ETH|Exchanges|KeepKey|Ledger Wallet|LTC|N-Featured|paybis|Shapeshift|swaps|Trades|trading|Trezor|Trezor Beta|Trezor Login|xmr|XRP|ZEC,Trezor Users Can Now Exchange Cryptocurrencies Directly In-Wallet
"A form of cryptography pioneered by zcash might help scale ethereum ""by a huge amount,"" says founder Vitalik Buterin.",2018-09-24 12:00:44,coindesk,News|Ethereum|Technology News|Vitalik Buterin|Scaling|zk-SNARKs,'500 Transactions a Second': Vitalik Says Zk-Snarks Could Scale Ethereum
"Here&#8217;s a look at the performance of the Top 10 cryptocurrencies &#8211; by 24h trading volume &#8211; on the CryptoCompare chart, as well as winners and losers across the board. Headlines &#8211; Mixed bag for Top 10, but gains generally hold &#8211; Bitcoin (BTC) holds at $6,700 after weekend flash crash &#8211; Ethereum and XRP [&#8230;]The post Crypto Top 10s: Gains hold over weekend; BitFinex BTC flash crash, ETH and XRP to flip? appeared first on CryptoNewsReview.",2018-09-24 07:56:46,cryptonewsreview,Crypto|Markets|News|bitcoin|Bitcoin Cash|BTC|EOS|ETC|ETH|ethereum|Ethereum Classic|LiteCoin|LTC|ripple|XRP|ZCash|ZEC,"Crypto Top 10s: Gains hold over weekend; BitFinex BTC flash crash, ETH and XRP to flip?"
"Cryptocurrencies will need to undergo some big changes if they want to remain relevant as more time progresses. In the case of ZCash, one of its biggest changes to date is coming to fruition. The following aspects about the perceived &#8220;Sapling&#8221; upgrade well worth keeping an eye on moving forward. They all usher in some [&#8230;]The post Top 4 Changes Coming to ZCash Through the Sapling Upgrade appeared first on NullTX.",2018-09-24 01:08:28,themerkle,Featured|Sapling|Zcash|zk-SNARKS,Top 4 Changes Coming to ZCash Through the Sapling Upgrade
"                        As controversies surrounding Bitmain’s looming IPO spell uncertainty for the future well-being of the mining goliath, competitors are fast to move in on the manufacturer’s territory.One of these competitors, Innosilicon, now claims to have a new ASIC miner for bitcoin in the works that will outperform any current hardware in speed, profitability and efficiency.Speaking to Bitcoin Magazine, an Innosilicon representative, who asked to remain anonymous, said its upcoming ASIC, the Terminator3 (T3), “has been in development since February of this year.” Founded in 2006, the technology company, which produces various IP and IT hardware, has made significant headway in the mining arena. With 12+ years of experience building ASICs under its belt, Innosilicon’s team has shifted its focus in recent years to engineering ASIC miners for Litecoin, Zcash, Decred and Dash. They’re prototyping a machine for Ethereum, as well. Innosilicon began producing Bitcoin ASIC miners this year, and it was among the first manufacturers to implement overt AsicBoost into its hardware. Seeing as roughly 5 percent of Bitcoin blocks today are mined using overt AsicBoost, Innosilicon’s machines likely account for most of this activity.Enter the T3Scheduled for release in December of 2018, the company’s third generation Bitcoin miner builds on its predecessor’s architecture with some added improvements.“We experimented with many differe...",2018-09-20 22:04:41,bitcoinmagazine,Bitcoin|Mining,Innosilicon’s Impending ASIC Miner Could Challenge Bitmain’s Dominance
"A lead technician at Digital Asset Research said the firm spent a good chunk of time reviewing everything associated with Zcash and the ZEC cryptocurrency. In a blog post, the company called Zcash one of the most important cryptocurrency projects and hailed its unmatched privacy.",2018-09-20 19:30:00,cryptoglobe,,Digital Asset Research Says Zcash Has Unmatched Privacy Capabilities
"Launched in May 2018, Hashtoro cloud mining service has set out to revolutionize the mining of top coins, such as Bitcoin, Litecoin, Ethereum and Zcash, introducing a new, efficient and eco-friendly approach. In this interview, Alexander Petersons, product director of the service, tells its story, shares some mining insights and gives his prognoses.",2018-09-20 15:10:04,cryptoglobe,,Hashtoro's Alexander Petersons: Bitcoin Mining Will Live
"A new cybercrime report from Europol predicts cybercriminals will increasingly use anonymity-focused altcoins, even as Bitcoin remains the most popular crypto for now",2018-09-19 19:25:00,cointelegraph,Altcoin|Crimes|Zcash|Monero|Cryptocurrencies,"Europol: Bitcoin Remains Cybercriminals’ First Choice, But Privacy-Focused Alts Will Rise"
"                        Following a successful launch in California only a few months ago, the U.S. branch of cryptocurrency exchange OKCoin is adding five new coins to its listings. Those coins include Ripple (XRP), Cardano (ADA), Stellar lumens (XLM), Zcash (ZEC) and 0x (ZRX).OKCoin made the announcement today, September 19, 2018. The new coins will be paired with the U.S. dollar, bitcoin and ether, the native cryptocurrency of the Ethereum platform. Trading against fiat pairs will be available to California residents only, while crypto-to-crypto pairs will be available in California along with 20 other states across the U.S. “We are very pleased to welcome these five new cryptocurrencies and all of the communities that trade them,” said Tim Byun, OKCoin USA CEO, in a statement. He added that OKCoin is committed to only bringing in tokens “that offer utility, value and demonstrable use cases.” The moves comes at a time when the exchange is aggressively growing its business in the U.S. OKCoin originally set up shop in Mountain View in November 2017. In June 2018, the company relocated to San Francisco, and the following month, it officially announced its presence in the U.S. when it began offering trading between the U.S. dollar and several major cryptocurrencies. Just a week ago, after getting the green light from U.S. and state regulators, OKCoin opened up crypto-to-crypto trading in numerous other states. The exchange itse...",2018-09-19 13:49:54,bitcoinmagazine,Bitcoin|Digital assets,Cryptocurrency Exchange OKCoin Expands U.S. Offerings with Five New Coins
"A short post on the Kraken blog announced a major addition to the exchange. Kraken introduced a block trading option for those who are ready to bet $100,000 or more on crypto. Block Trades by Definition Venture capitalists, investment firms, family offices, and high net-worth individual investors are often willing to gamble hundreds of thousands — perhaps millions— on the cryptocurrency market. Yet the current infrastructure doesn’t always allow it. Such high-value investments are called “block trades,”Read MoreThe post Kraken Introduces &#8216;Block Trading&#8217; OTC Option for Trades of $100K or More appeared first on Bitcoinist.com.",2018-09-19 10:00:11,bitcoinist,Bitcoin|Bitcoin Exchange|News|News teaser|Trading|Augur|Block Trasding|dogecoin|Ethereum Classic|Gnosis|institutional investment|JP Morgan|Kraken|Kraken OTC|Merrill Lynch|trading|Trading Volume|whales|yen|ZCash,Kraken Introduces ‘Block Trading’ OTC Option for Trades of $100K or More
"Cryptocurrency exchange Bitfinex is working on a project to launch a decentralized trading platform and we’ve got all the details here. Also in The Daily, Bitpanda adds Zcash to its offerings, Bitvo launches technical analysis tools, and Monex makes executive changes at Coincheck. Also read: Dapp Revival, Remme Launch, 1 Million Cryptokitties Bitfinex Develops Decentralized [&#8230;]The post The Daily: Bitfinex Building Decentralized Exchange, Bitpanda Adds Zcash appeared first on Bitcoin News.",2018-09-15 12:05:04,bitcoin.com,The Daily|analysis tools|BitFinex|BITPANDA|Bitvo|Coincheck|crypto|Cryptocurrencies|Cryptocurrency|cryptos|decentralized exchange|Eosfinex|Exchange|Exchanges|executives trading platform|monex|N-Featured|privacy coin|Zcash,"The Daily: Bitfinex Building Decentralized Exchange, Bitpanda Adds Zcash"
"&#8220;Regulators, I think are going to come around &#8211; some of them already have,&#8221; says crypto privacy advocate&#8230; One of the great things about events like last week&#8217;s World Blockchain Forum is that players from the crypto space get to meet and chat with each other, whether that&#8217;s just to gossip, formulate alliances, or form [&#8230;]The post OpenBazaar&#8217;s Brian Hoffman and ZCash&#8217;s Jack Gavigan on privacy and decentralised markets appeared first on CryptoNewsReview.",2018-09-14 13:21:16,cryptonewsreview,Crypto|Feature|Legal & Regulation|Uncategorised|OpenBazaar|ZCash,OpenBazaar’s Brian Hoffman and ZCash’s Jack Gavigan on privacy and decentralised markets
"Bitcoin is surprisingly more popular than what we expected. A new study has revealed that about 71% of Americans know about Bitcoin. The study surveyed the popularity of several cryptocurrencies including Bitcoin, Ethereum, Dash, ZCash, Monero, Ripple, Stellar, Cardano, EOS, NEO, Dogecoin, NEM, Lisk, and Storjcoin X. While 80% Americans are aware of cryptocurrencies in [&#8230;]The post Study Shows 71% Americans Are Aware of Bitcoin appeared first on CryptoPotato.",2018-09-12 20:30:17,cryptopotato,Crypto News,Study Shows 71% Americans Are Aware of Bitcoin
"Dogecoin, the cryptocurrency featuring a likeness of the Shina Inu dog and “Doge” Internet meme as its logo was introduced as a joke currency in 2013. Well this &#8220;joke&#8221; coin has entered the top-20 cryptocurrencies by market cap, overtaking privacy coin ZCash as it bucks the trend of a crashing crypto market and is the [&#8230;]The post Dogecoin enters top-20 yet Doge founder says crypto is built on a “house of cards” appeared first on CryptoNewsReview.",2018-09-09 10:31:34,cryptonewsreview,Crypto|News|Doge|Dogecoin,Dogecoin enters top-20 yet Doge founder says crypto is built on a “house of cards”
"US exchange Coinbase is reportedly exploring possibilities to create a cryptocurrency ETF and we’ve covered the details in The Daily. Also, Bittrex announces fiat pairs for cardano and zcash, Changelly admits requesting KYC documents from clients trading privacy coins like XMR, and Monero developers find another bug. Also read: EU Urged for Common Crypto Rules, [&#8230;]The post The Daily: Coinbase Explores Crypto ETF, Changelly Verifies Monero Traders appeared first on Bitcoin News.",2018-09-08 14:01:38,bitcoin.com,The Daily|Attack|Bitcoin|Bittrex|Blackrock|bug|Cardano|Changelly|Coinbase|crypto|crypto trading|Cryptocurrencies|Cryptocurrency|cryptos|ETF|Exchange|Fiat pairs|Hackers|KYC|Monero|N-Featured|Shapeshift|Traders|Wallet|xmr|Zcash,"The Daily: Coinbase Explores Crypto ETF, Changelly Verifies Monero Traders"
"Co-founder of mining pool F2Pool has published a list of cryptos and types of miners, showing when coins become unprofitable to mine",2018-09-07 20:09:00,cointelegraph,Blockchain|Mining|Cryptocurrencies|Bitcoin|Ethereum|Litecoin|Zcash|Antminer|F2Pool|China|Yuan|Asic|Bitmain,Major Mining Pool F2Pool Publishes List of Minimum Prices for Profitable Crypto Mining
"Crypto markets are searingly red, with virtually all of the top 100 coins posting hefty losses on the 24-hour charts, and Bitcoin below $6,500",2018-09-06 21:40:00,cointelegraph,Altcoin|Markets|Litecoin|Stellar|NEO|Dash|Monero|Zcash|IOTA|Vechain|NEM|Cryptocurrencies|Bitcoin Price|Ethereum Price|China|Germany|PBoC,Market-Wide Losses Intensify in Second Day of Major Crypto Price Plummet
A new paper by Vitalik Buterin and other researchers proposes a novel way to finance the public goods a decentralized ecosystem needs.,2018-09-04 02:00:44,coindesk,Ethereum|Other Public Protocols|Technology News|Vitalik Buterin|Featured|zcash|ICOs|Glen Weyl|Zoë Hitzig|Quadratic Voting|Liberalism,There's a Problem With Crypto Funding – And Vitalik Just Might Have a Solution
"Seattle-based Bittrex, one of the top cryptocurrency exchanges in terms of trade volume around the world, announced on August 29th that it is enabling fiat trading pairs for Zcash (ZEC) and Cardano (ADA). The news was initially tweeted by Bittrex&#8217;s official account, and later confirmed by an email sent to subscribers. Cardano is termed a [&#8230;]The post Bittrex announced Its Decision to Enable Crypto/Fiat Pairs For Zcash and Cardano appeared first on CryptoNewsReview.",2018-09-03 04:30:32,cryptonewsreview,Crypto|News|Bittrex|Cardano|Tether|USDT|ZCash|ZEC,Bittrex announced Its Decision to Enable Crypto/Fiat Pairs For Zcash and Cardano
"During August, the monthly volume posted by the majority of leading cryptocurrency markets continued to decline. Despite such, the ETC and Dash markets again defied the trend to post an increase in trade volume, with XRP also bucking the downward trend this month. Also Read: 160 Crypto Exchanges Seek to Enter Japanese Market, Regulator Reveals Top [&#8230;]The post August 2018 Volume Rankings Report: ETC and Dash Top Ten appeared first on Bitcoin News.",2018-08-31 20:30:53,bitcoin.com,Markets and Prices|2018|ada|August|BCH|Bitcoin|bitcoin cash|Bitcoin Core|Cardano|ck usd|ckusd|dash|EOS|ETC|ETH|Ethereum|Ethereum Classic|litecoin|LTC|Markets|N-Markets and Prices|neo|ont|Ontology|Qtum|Rankings|report|Ripple|Stellar|STR|Ten|Tether|top|tron|trx|USDT|volume|XLM|XRP|Zcash|ZEC,August 2018 Volume Rankings Report: ETC and Dash Top Ten
"Research firm Satis Group has released a new report making bold price predictions about the current leading cryptocurrencies on the market. It is attempting to create accurate valuations based on real-world data. Individual Crypto Asset Valuations As an emerging, disruptive technology that’s value isn’t yet fully understood or demonstrated, it’s increasingly difficult to give each...The post Research Firm Satis Group Predicts Bitcoin at $144,000 in 10 Years, Bitcoin Cash at $180 appeared first on NewsBTC.",2018-08-30 23:00:58,newsbtc,Altcoins|Analysis|Bitcoin|Crypto|Ethereum|bitcoin|Bitcoin Cash|Dash|eos|ethereum|Litecoin|monero|Ripple|satis group|stellar|ZCash,"Research Firm Satis Group Predicts Bitcoin at $144,000 in 10 Years, Bitcoin Cash at $180"
MVIS-CryptoCompare Index | Bittrex Launching USD Markets for Cardano (ADA) and Zcash (ZEC) | Bithumb to Reopen Account Registrations After Renewing Contract With Nonghyup Bank | Crypto Exchange Huobi Acquires Public Firm for $70 Million,2018-08-30 08:12:33,cryptocompare,Bitcoin|Ethereum|Daily Crypto News|Cryptocurrency,Market Analysis Report (30 Aug 2018)
"Nine coins from the top 10 coins by 24-hour volume posted negative changes, ranging from 1.04% to 7.42%. Crypto exchange Bittrex launching USD markets for Cardano (ADA) and Zcash (ZEC). Bithumb to reopen account registrations after renewing contract with Nonghyup Bank.",2018-08-30 07:43:10,cryptoglobe,,Crypto Roundup - 30 August 2018
xxx,2018-08-29 15:38:45,cryptoglobe,,Crypto Exchange Bittrex Launching USD Markets for Cardano (ADA) and Zcash (ZEC)
"World Blockchain Forum has been instrumental in the raising of over $6.3 Billion dollars this year through Initial Coin Offerings (ICOs) and Security Token Offerings (STOs). Keynote provided the platform for Ethereum to launch in 2014, and continues to be the platform where the strongest and most lucrative companies in the world go to launch their projects. As security tokens begin to unlock a further trillion dollars in capital markets, the World Blockchain Forum returns to London, bigger and better than ever.The post PR: The World Blockchain Forum Returns to London Bigger and Better Than Ever appeared first on Bitcoin News.",2018-08-27 09:30:22,bitcoin.com,Press release|Amandah Hendricks|COO|Digital Cash|Electron|Eran Eyal|Jeff Berwick|Keynote|Moe Levin|Old Billingsgate|scalable|Security Token Offerings|Shopin|viable|WBF London 2018|World Blockchain Forum|Zcash,PR: The World Blockchain Forum Returns to London Bigger and Better Than Ever
"Vitalik Buterin has put forth a suggestion to change the current highest fee auction model for transaction inclusion to a fixed fee model. In opening a Github &#8220;issue&#8221; in Zcash, Buterin...The post Vitalik Buterin Proposes Fixed Fees That Can Act as Block Reward appeared first on Trustnodes.",2018-08-19 16:41:32,trustnodes,Ethereum|News,Vitalik Buterin Proposes Fixed Fees That Can Act as Block Reward
"Of the top 100 cryptocurrencies listed by market capitalization, only 36 are actually what the authors term “working products” in a study recently published online. Newer ecosystem website, Invest in Blockchain, commissioned the study. It’s sure to be debated, and hotly, as to which coins made the cut to 36, but the authors attempt to [&#8230;]The post Over 60% of Top 100 Cryptocurrencies Have No Working Product, Study Claims appeared first on Bitcoin News.",2018-08-18 06:20:44,bitcoin.com,News|0x protocol|Ardor|Augur|Bancor|basic attention token|bibox token|binance coin|Bitcoin|bitcoin cash|BitShares|Bytecoin|Cryptocurrency|Daniel Frumkin|DAPP|dash|Decred|Ethereum|Golem|Huobi Token|Invest in Blockchain|John Bardinelli|Komodo|KuCoin Shares|Kyber Network|litecoin|Loom Network|Mainnet|Monero|N-Economy|nano|neo|PIVX|polymath|Pundi X|Qtum|Ripple|siacoin|Steem|Stellar|Tether|Wanchain|WAVES|working product|Zcash|zencash,"Over 60% of Top 100 Cryptocurrencies Have No Working Product, Study Claims"
"Privacy cryptocurrency Zcash (ZEC) announced the release of their 2.0.0 version on August 16th, introducing the first Sapling-compatible version of the Zcash node software.  The privacy currency also added several other notable features in the newest software update, including an important fix to the peer banning bug that came about following the previous Overwinter update....The post Why is Zcash 2.0 Sapling Release Important for Private Crypto Transactions? appeared first on NewsBTC.",2018-08-17 19:00:41,newsbtc,Altcoins|Crypto|Overwinter|privacy|Sapling|Sprout|ZCash|ZEC,Why is Zcash 2.0 Sapling Release Important for Private Crypto Transactions?
"Only 40 out of the top 100 cryptocurrencies have &quot;working products&quot; or legitimate use cases, according to Invest in Blockchain&#39;s research report. Bitcoin (BTC), Ethereum (ETH), Ripple (XRP), Bitcoin Cash (BCH), Monero (XMR), Zcash (ZEC), and various other crypto projects ranked high on Invest in Blockchain&#39;s list for having working products and fairly high adoption rates. EOS and TRON (TRX) were visibly absent from the crypto analysis website&#39;s list.",2018-08-17 15:30:24,cryptoglobe,,"Report: Only 40 Out Of 100 Top Cryptocurrencies Have ""Working Products"""
"Privacy coin zcash is gearing up for its upcoming ""Sapling"" hard fork with the first release of compatible network software.",2018-08-17 14:40:10,coindesk,News|Other Public Protocols|Technology News|zcash|Hard Forks|Sapling|Republished,Zcash Sets Stage for 'Sapling' Upgrade With New Software Release
"A private version of the crypto protocol lightning network is headed to zcash, with the potential it could be added for other blockchains soon.",2018-08-14 19:30:15,coindesk,Bitcoin|Other Public Protocols|Technology News|Privacy|Subfeatured|Litecoin|Lightning Network|zcash,The Code for an Anonymous Lightning Network is Now Live
"Privacy-focused coins such as Dash, Monero, and ZCash are controversial as they can anonymize criminals online. However, privacy is important as many people live under the auspices of corrupt governments where such technology represents a beacon of hope. Governments should fear privacy coins as a form of money. The degree of anonymity is startling. Governments should also warm to the non-monetary applications of the underlying technology. There is too much potential for much-needed protection, claims WeissRead MoreThe post Nations Should Embrace Privacy Coins Like Monero and ZCash, According to Weiss Ratings appeared first on Bitcoinist.com.",2018-08-12 14:00:12,bitcoinist,Altcoin News|News|News teaser|Online Privacy|Cardano|DASH|decentralized privacy|Government|monero|privacy coins|Weiss Ratings,"Nations Should Embrace Privacy Coins Like Monero and ZCash, According to Weiss Ratings"
"Bitcoin is a permissionless ledger. In plain English, that means you don’t need to ask anyone’s damn permission to use it. There are no terms and conditions to read, no checkbox to tick, and no forms to sign before you can send or receive bitcoin. But if some people had their way, pseudonymous cryptocurrencies, as [&#8230;]The post Apocalyptic Predictions About Privacy Coins Are Very Wide of the Mark appeared first on Bitcoin News.",2018-08-10 14:10:05,bitcoin.com,Op-Ed|Anonymity|Monero|N-Technology|Privacy|privacy coins|weiss|weiss ratings|Zcash,Apocalyptic Predictions About Privacy Coins Are Very Wide of the Mark
A special agent with the U.S. Drug Enforcement Administration (DEA) has reportedly revealed that the use of bitcoin in illegal activities has shrunk to about 10 percent from 90 percent previously. This finding contradicts the popular perception of the cryptocurrency’s primary use. Also read: Yahoo! Japan Confirms Entrance Into the Crypto Space New Data From DEA [&#8230;]The post Illegal Activity No Longer Dominant Use of Bitcoin: DEA Agent appeared first on Bitcoin News.,2018-08-10 01:25:43,bitcoin.com,Regulation|administration|Bitcoin|BTC|Criminals|crypto|Cryptocurrency|cyber investigative|DEA|Digital Currency|drugs enforcement|FBI|hsi|ICE|Illegal Activity|illicit use|Lilita Infante|Monero|Money Laundering|N-Economy|privacy coins|Special Agent|Speculation|Virtual Currency|Zcash,Illegal Activity No Longer Dominant Use of Bitcoin: DEA Agent
"There was a time when the overwhelming majority of Bitcoin usage was associated with drug dealing and other illegal activities. With Bitcoin offering relative anonymity that traditional payment methods like cards and bank transfers didn’t, criminals were quick to hop on the bandwagon, which gave Bitcoin the misguided moniker of the criminals’ currency. While the [&#8230;]",2018-08-09 21:00:09,themerkle,News|bitcoin|Crime|Monero|Zcash,Illegal Activity Shrinks to 10% as Speculators Become the Dominant Bitcoin Drivers
"A US Drug Enforcement Administration agent has told mainstream press she “wants” criminals to use cryptocurrencies because it makes them easier to track. &#8216;I Want Them To Keep Using Them&#8217; Speaking to Bloomberg August 7, Lilita Infante, who takes part in the agency’s 10-person Cyber Investigative Task Force, said investigators had “a lot of tools” to monitor criminal activity thanks to Blockchain. “The blockchain actually gives us a lot of tools to be able toRead MoreThe post US DEA &#8216;Actually Wants&#8217; Criminals to Keep Using Bitcoin appeared first on Bitcoinist.com.",2018-08-08 17:00:26,bitcoinist,Altcoin News|Bitcoin|Blockchain|News|News teaser|bitcoin|criminal activity|Cryptocurrency|monero|ZCash,US DEA ‘Actually Wants’ Criminals to Keep Using Bitcoin
"According to a DEA agent, far more Bitcoin is being used for speculation than to facilitate crimes. That said, the number of Bitcoin used in various criminal acts is still rising. DEA Use Blockchain Analysis to Identify Those Using Bitcoin for Illegal Purposes It used to be the case that most Bitcoin being transacted was...The post DEA Agent: Bitcoin Now Used More for Speculation Than Drug Deals appeared first on NewsBTC.",2018-08-07 22:40:58,newsbtc,Altcoins|Bitcoin|Blockchain|bitcoin|Cyber crime|dark web|DEA|monero|ZCash,DEA Agent: Bitcoin Now Used More for Speculation Than Drug Deals
"US Drug Enforcement Agency confirms major use of crypto is speculative trading, not crime",2018-08-07 13:45:00,cointelegraph,Altcoin|USA|Cryptocurrencies|Monero|Zcash|Crimes|Law,US DEA: Criminal Activity in Cryptocurrency Has Dropped 80 Percent Since 2013
"FOMO Moments Markets are still falling, Ethereum Classic and Zcash defying the drop while Iota suffers. The bears are still in control as we start another week in crypto land. The selloff which started around two weeks ago has continued unabated as market capitalization drops back down to just over $250 billion equating to a...The post Crypto Markets Lose $50 Billion in a Fortnight appeared first on NewsBTC.",2018-08-06 11:30:13,newsbtc,Altcoins|FOMO|bearsh|crypto decline|Ethereum Classic|IOTA|markets|ZCash,Crypto Markets Lose $50 Billion in a Fortnight
"Roger Ver, a prominent cryptocurrency investor who has backed some of the largest companies in the global crypto sector such as Blockchain, Zcash, BitPay, and Kraken, recently sent the governor of Jeju Island of South Korea $100 worth of bitcoin cash at a public event. Humorous Kim Yeong-Ran Rule Banter Over the weekend, Ver visitedThe post Roger Ver Sent Governor of Jeju Island $100 in Bitcoin Cash, Did it Violate Local Policy? appeared first on CCN",2018-08-06 00:11:34,ccn,Altcoin News|News|Regulation|Bitcoin Cash|Crypto|Jeju|Malta|south korea|Zug,"Roger Ver Sent Governor of Jeju Island $100 in Bitcoin Cash, Did it Violate Local Policy?"
Argo Blockchain aims to be the Amazon of cryptocurrency mining.,2018-08-05 14:29:02,financemagnates,News|argo|bitcoin gold|Ethereum|ethereum classic|IPO|london|London Stock Exchange|quebec|Zcash,First Cryptocurrency IPO on London Stock Exchange Raises £25 million
"Top performing cryptocurrencies were Bitcoin, Stellar, and Zcash while Binance Coin, Tezos, OmiseGO and Qtum were the biggest losers. As another month passes in crypto land it is time to look back at the best and worst performing cryptocurrencies in July. Following the yearly lows in June things promised to be more positive in July....The post July Roundup: Cryptocurrency Winners and Losers appeared first on NewsBTC.",2018-08-03 14:14:58,newsbtc,Altcoins|Bitcoin|Binance Coin|bitcoin|crypto losers|crypto winners|July|OmiseGO|Qtum|stellar|tezos|ZCash,July Roundup: Cryptocurrency Winners and Losers
"Buying and selling cryptocurrencies can be done in many different ways. A lot of consumers rely on centralized exchanges and trading platforms. Liberalcoins takes a different approach, as it focuses on peer-to-peer trading. It is also the first P2P trading platform supporting Zcash, which is rather interesting. The Liberalcoins Concept There is a lot of [&#8230;]",2018-08-03 14:00:48,themerkle,Education|FAQ|Liberalcoins|P2P Trading|Zcash,What Is Liberalcoins?
"A new U.S. Ripple-based decentralized crypto marketplace dubbed DCEX has now opened registration for retail and institutional accounts, initially offering 15 crypto-crypto trading pairs",2018-07-31 13:33:00,cointelegraph,Bitcoin|Ripple|Decentralization|SEC|USA|Cryptocurrencies|Ethereum|Bitcoin Cash|EOS|IOTA|ZCash|API,New Ripple-Based Decentralized Exchange Launches in San Francisco
"Over the past few years, a few privacy-centric cryptocurrencies have gained both in popularity and value. Many of these coins like monero, dash, pivx, zcash, and more were at one time top ten digital asset contenders as far as market valuation is concerned. Now even though a few of these specific digital assets have dropped [&#8230;]The post Market Caps for Privacy-Centric Currencies Have Dropped Significantly appeared first on Bitcoin News.",2018-07-29 16:50:46,bitcoin.com,Markets and Prices|Anon-coins|Anonymous|Cryptocurrencies|dash|Digital Assets|Market Caps|masternodes|Mixing|Mixing Service|Monero|N-Markets and Prices|PIVX|Privacy|Privacy Centric|privacy coins|Valuations|verge|Virtual Currencies|Zcash|Zcoin Protocol|Zsnarks,Market Caps for Privacy-Centric Currencies Have Dropped Significantly
"As interest in cryptocurrencies continues to grow, so too does interest in cryptocurrency mining. Unfortunately, there can be a significant learning curve involved. Comino aims to change that with their line of completely pre-assembled devices that work with plug-and-play simplicity. Bitcoinist recently sat down with Comino co-founder and CEO Evgeny Vlasov to learn more about these game-changing devices.  Bitcoinist: First and foremost, what sets your miners apart from the competition? EV: First of all, we assembleRead MoreThe post Comino Brings Plug-and-Play Simplicity to Cryptocurrency Mining [Interview] appeared first on Bitcoinist.com.",2018-07-28 20:00:59,bitcoinist,Altcoin News|Ethereum|Interviews|Mining|News|News teaser|Comino|Evgeny Vlasov|GPU Mining|ZCash,Comino Brings Plug-and-Play Simplicity to Cryptocurrency Mining [Interview]
"In recent news pertaining to altcoins, Bitgo has announced the addition of Zcash to the roster of cryptocurrencies supported by the cryptocurrency custody firm; Wirex has enabled XRP support for its cryptocurrency debit card; and Tezos has commissioned PricewaterhouseCoopers (PwC) to audit the Tezos foundation’s finances and operations. Also Read: Bitmain Reveals the Total Hashrate of [&#8230;]The post Altcoins Round-Up: Bitgo Adds ZEC, Wirex Supports XRP, PwC to Audit Tezos appeared first on Bitcoin News.",2018-07-26 05:30:48,bitcoin.com,Altcoins|Adds|Alternative|audit|BitGo|coopers|Cryptocurrencies|N-Economy|Price|PricewaterhouseCoopers|PwC|Ripple|round|Supports|Tezos|tezos foundation|up|waterhouse|Wirex|XRP|Zcash|ZEC,"Altcoins Round-Up: Bitgo Adds ZEC, Wirex Supports XRP, PwC to Audit Tezos"
"A market leader in institutional-grade cryptocurrency security, BitGo has recently added support for Zcash to its expanding list of diverse digital currencies.The post Crypto Security and Storage Startup BitGo Adds Zcash to its Multi-Currency Platform appeared first on CoinSpeaker.",2018-07-25 19:11:52,coinspeaker,Altcoins|BitGo|Companies|Cryptocurrencies|News|bitgo|bitgo multi-currency platform|bitgo platform|bitgo zcash|zcash|zcash news|zcash token,Crypto Security and Storage Startup BitGo Adds Zcash to its Multi-Currency Platform
Cryptocurrency security startup BitGo says it is adding privacy coin zcash to its supported crypto assets.,2018-07-25 12:00:00,coindesk,Use Cases & Verticals|News|Business News|Startups|BitGo|zcash|Breaking|Privacy Coin,Crypto Security Startup BitGo to Custody Zcash
Honeyminer is crypto mining software you run on your PC that lets you earn bitcoin each day from crypto mining while your PC is not being used. The novel part is that you earn bitcoin even though you are mining more CPU/GPU friendly cryptocurrencies such as Zcash.,2018-07-24 14:28:00,cryptoglobe,,Honeyminer: How to Earn Bitcoin With Your PC Without Really Trying
"The price of bitcoin has surged to $8,200 over the past 12 hours, surpassing $8,300 at its daily peak, bringing the valuation of the crypto market to $300 billion. Bitcoin Cash, ether, Ripple, EOS, and Stellar increased by 2 to 6 percent, while some cryptocurrencies like Zcash recorded an 11 percent increase in value. TokensThe post Bitcoin Price Blitzes to $8,200 but Wider Crypto Markets and Tokens Suffer appeared first on CCN",2018-07-24 14:09:04,ccn,Bitcoin Price News|News|Binance|btc|Crypto|Ether,"Bitcoin Price Blitzes to $8,200 but Wider Crypto Markets and Tokens Suffer"
"FOMO Moments Bitcoin is leading the markets higher; altcoins are suffering, Bitcoin Diamond dumps while Zcash and Bitcoin Private prosper. As if in a flashback to trading patterns common in the latter half of 2017, Bitcoin is climbing at the expense of the altcoins. There was a very clear and distinct correlation between Bitcoin and...The post Cryptocurrency Market Update: Bitcoin Eats Altcoins, Breaks $8,000 appeared first on NewsBTC.",2018-07-24 10:00:27,newsbtc,Altcoins|Bitcoin|FOMO|bitcoin|Bitcoin private|btc|market dominance|ZCash,"Cryptocurrency Market Update: Bitcoin Eats Altcoins, Breaks $8,000"
