body,published_on,source,tags,title
Published on CoinnounceEthereum Classic Price Key Features Ethereum classic price began a drawback revision from the $11.80 swing high against the US dollar. There is a noteworthy bearish pattern line set up with resistance at $11.10 on the hourly outline of the ETC/USD pair (Information feed through Kraken). The pair could keep on moving down towards the [&#8230;]The post bad days for ETC? Ethereum Classic Price Analysis 27 Sep appeared first on Coinnounce.,2018-09-27 10:38:55,coinnounce,#Daily Price Analysis|#Ethereum Classic price Analysis|Altcoins|Ethereum Classic|News|Opinion|Price Analysis|Trading|Blockchain|daytrading|etc|ETC ANALYSIS|ETC exchange|ETC exchange rate|ETC forecast|ETC FUTURE|ETC prediction|ETC price|ETC PRICE ANALYSIS|ETC to USD|ETC TRADE|ETC TRADING|ETC USD Chart|ETC/USD|ETCUSD|ethereum classic|ETHEREUM CLASSIC ANALYSIS|ethereum classic blockchain|ETHEREUM CLASSIC CHART|ethereum classic forecast|ETHEREUM CLASSIC FUTURE|ETHEREUM CLASSIC PREDICTION|Ethereum Classic Price|ethereum classic price 2018|ETHEREUM CLASSIC PRICE ANALYSIS|ETHEREUM CLASSIC PRICE TODAY|ethereum classic to bitcoin|ethereum classic to btc|ETHEREUM CLASSIC TO DOLLAR|ETHEREUM CLASSIC TO USD|ETHEREUM CLASSIC TRADE|ETHEREUM CLASSIC TRADING,bad days for ETC? Ethereum Classic Price Analysis 27 Sep
Key Highlights Ethereum classic price started a downside correction from the $11.80 swing high against the US dollar. There is a major bearish trend line in place with resistance at $11.10 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair could continue to move down towards the $10.80 and $10.70...The post Ethereum Classic Price Analysis: ETC/USD’s Dips Remain Supported appeared first on NewsBTC.,2018-09-27 08:28:00,newsbtc,Analysis|Technical|ETC|Ethereum Classic,Ethereum Classic Price Analysis: ETC/USD’s Dips Remain Supported
"This is a paid-for submitted press release. CCN does not endorse, nor is responsible for any material included below and isn’t responsible for any damages or losses connected with any products or services mentioned in the press release. CCN urges readers to conduct their own research with due diligence into the company, product or service mentionedThe post UTRUST Partners With Ethereum Classic Dev Team, Integrating ETC appeared first on CCN",2018-09-24 06:54:45,ccn,Press Releases,"UTRUST Partners With Ethereum Classic Dev Team, Integrating ETC"
"Published on CoinnounceOKEx is digital currency exchange platform where various cryptocurrency exchange takes place. OKEx accepts and allows user to trade and exchange various coins like Bitcoin, Bitcoin cash, Ethereum, etc. There have been various conflicting reports on the fake volume exchange undertaken by OKEx to beat competition and stay the top. It has been discussed below. [&#8230;]The post Okex: A Fake Volume Exchange? appeared first on Coinnounce.",2018-09-22 05:28:25,coinnounce,#Exchange|Expert Take|News|Trading|Okex|Okex cryptocurrency exchange|Okex exchange|Okex exchange fake volumes|Okex exchange scam|Okex exchange volume|Okex fake|Okex fake volumes|Okex founder|Okex founder Star Xu|Okex platform|Okex scam|Okex trade|Okex trading|Okex volumes|Star Xu|Star Xu arrest|Star Xu arrested|Star Xu Okex|Sylvian Ribes|Sylvian Ribes Okex,Okex: A Fake Volume Exchange?
"Cryptocurrency payment solution UTRUST has announced that it has secured a partnership with Ethereum Classic Dev Team, signing a Memorandum of Understanding (MoU).The post UTRUST Partners With Ethereum Classic Dev Team, Integrating ETC appeared first on CoinSpeaker.",2018-09-21 18:06:37,coinspeaker,Press Release|etcdev|ethereum classic dev|utrust|utrust news|utrust platform,"UTRUST Partners With Ethereum Classic Dev Team, Integrating ETC"
"Published on CoinnounceCategorising the causes for the downfall of the Ethereum Classic network. Why do some cryptocurrency projects fail? There are ample of cryptocurrencies available in the market, but the only handful of them, travel through the semipermeable membrane of popularity and reach widespread acceptance. Crypto related transactions are irreversible, which is the major loophole in them [&#8230;]The post Reasons why Ethereum Classic has no future. appeared first on Coinnounce.",2018-09-19 05:18:25,coinnounce,#Ethereum Classic price Analysis|Ethereum Classic|Expert Take|News|Opinion|Price Analysis|Trading|Blockchain|daytrading|etc|ETC ANALYSIS|ETC forecast|ETC FUTURE|ETC investment|ETC prediction|ETC price|ETC price 2018|ETC TO DOLLAR|ETC to USD|ETC TRADE|ETC TRADING|ETCUSD|ethereum classic|ethereum classic 2018|ethereum classic blockchain|ETHEREUM CLASSIC CHART|ethereum classic coin|ETHEREUM CLASSIC FUTURE|ethereum classic investment|ETHEREUM CLASSIC PREDICTION|Ethereum Classic predictions|Ethereum Classic Price|ethereum classic price 2018|ETHEREUM CLASSIC TO USD|ETHEREUM CLASSIC TRADING|Ethereum Classic vs Ethereum|INVESTMENT|predictions,Reasons why Ethereum Classic has no future.
"GDIS brings founders from ConsenSys Ventures, DHVC, DFJ Capital, and DBC etc. to create a top summit. Join us on Oct 1st., Santa Clara!The post First World-class Blockchain + AI Summit appeared first on CoinSpeaker.",2018-09-15 15:21:38,coinspeaker,Press Release|deepbrain chain|eventbrite|gdi summit|gdis|global disruptive innovation summit|silicon valley business institute|svbi,First World-class Blockchain + AI Summit
"Published on CoinnounceEthereum Classic Price Key Features Ethereum classic price is experiencing strain underneath the $11.20 and $11.40 resistances against the US dollar. There is a declining direct set up with resistance at $11.00 on the hourly outline of the ETC/USD pair (Information feed by means of Kraken). The pair stays at a danger of more decays [&#8230;]The post Ethereum Classic Price Analysis: ETC/USD under pressure, 13 Sep. appeared first on Coinnounce.",2018-09-13 08:33:38,coinnounce,#Daily Price Analysis|#Ethereum Classic price Analysis|Altcoins|Ethereum Classic|News|Opinion|Price Analysis|Trading|Blockchain|daytrading|etc|ETC ANALYSIS|ETC exchange|ETC exchange rate|ETC forecast|ETC FUTURE|ETC prediction|ETC price|ETC PRICE ANALYSIS|ETC to USD|ETC TRADE|ETC TRADING|ETC USD Chart|ETC/USD|ETCUSD|ethereum classic|ETHEREUM CLASSIC ANALYSIS|ethereum classic blockchain|ETHEREUM CLASSIC CHART|ethereum classic forecast|ETHEREUM CLASSIC FUTURE|ETHEREUM CLASSIC PREDICTION|Ethereum Classic Price|ethereum classic price 2018|ETHEREUM CLASSIC PRICE ANALYSIS|ETHEREUM CLASSIC PRICE TODAY|ethereum classic to bitcoin|ethereum classic to btc|ETHEREUM CLASSIC TO DOLLAR|ETHEREUM CLASSIC TO USD|ETHEREUM CLASSIC TRADE|ETHEREUM CLASSIC TRADING,"Ethereum Classic Price Analysis: ETC/USD under pressure, 13 Sep."
Key Highlights Ethereum classic price is under pressure below the $11.20 and $11.40 resistances against the US dollar. There is a declining channel in place with resistance at $11.00 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair remains at a risk of more declines as long as it is...The post Ethereum Classic Price Analysis: ETC/USD in Downtrend Below $11.20 appeared first on NewsBTC.,2018-09-13 08:00:44,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD in Downtrend Below $11.20
"NAGA VIRTUAL provides a comprehensive platform which allows players to monetize the long hours spent playing their favorite games. It enables them to buy, sell and trade items from different games and platforms (PC, Mobile, Console, etc.) among each other. Having taken part in one of the largest gaming events – Gamescom 2018, the team of NAGA VIRTUAL has its sights firmly set on the future.  NAGA VIRTUAL at Gamescom 2018 Gamescom is one ofRead MoreThe post New Opportunities in the Virtual Goods Market — NAGA VIRTUAL appeared first on Bitcoinist.com.",2018-09-12 23:30:03,bitcoinist,NAGA|News|News teaser,New Opportunities in the Virtual Goods Market — NAGA VIRTUAL
Key Highlights Ethereum classic price extended declines and tested $10.60 before recovering against the US dollar. There was a break above a key bearish trend line with resistance at $11.25 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is showing a few positive signs and it could continue to...The post Ethereum Classic Price Analysis: ETC/USD Is Likely To Recover To $12.20 appeared first on NewsBTC.,2018-09-11 08:00:46,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Is Likely To Recover To $12.20
"All coins from the top 10 coins by 24-hour volume posted negative changes, ranging from 12.78% to 22.15%. Goldman Sachs drops plan to open bitcoin trading desk, for now. Coinbase Pro launching new GBP trading pairs for ETH, ETC, LTC, and BCH.",2018-09-06 09:21:25,cryptoglobe,,Crypto Roundup - 06 September 2018
Key Highlights Ethereum classic price failed to settle above $14.00 and declined sharply against the US dollar. There was a break below an important bullish trend line with support at $14.00 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair declined towards the $11.00 level and it remains at a...The post Ethereum Classic Price Analysis: ETC/USD Eyes Test of $10 appeared first on NewsBTC.,2018-09-06 08:30:14,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Eyes Test of $10
"On Wednesday (5 September 2018), Coinbase Pro (which is for &quot;active traders&quot;) announced that it will soon be launching new GBP trading pairs for Etherium (ETH), Ethereum Classic (ETC), Litecoin (LTC), and Bitcoin Cash (BCH).",2018-09-05 19:40:55,cryptoglobe,,"Coinbase Pro Launching New GBP Trading Pairs for ETH, ETC, LTC, and BCH"
Published on CoinnounceEthereum Classic Price Key Features Ethereum classic price flooded higher this week and exchanged above $14.00 against the US dollar. There is a urgent bullish pattern line framed with support at $13.55 on the hourly outline of the ETC/USD match (Information feed through Kraken). The pair is as of now testing a noteworthy support region [&#8230;]The post Ethereum Classic Price Analysis: ETC/USD bullish pattern. appeared first on Coinnounce.,2018-09-04 09:39:05,coinnounce,#Daily Price Analysis|#Ethereum Classic price Analysis|Altcoins|Ethereum Classic|Hard Fork|News|Opinion|Price Analysis|Trading|Blockchain|daytrading|etc|ETC exchange|ETC price|ETC PRICE ANALYSIS|ETC PRICE TODAY|ETC technical analysis|ETC to dollars|ETC to USD|ETC to USD chart|ETC TRADING|ETC USD Chart|ETC/USD|ETCUSD|ethereum classic|ETHEREUM CLASSIC ANALYSIS|ETHEREUM CLASSIC CHART|ETHEREUM CLASSIC ETC|ETHEREUM CLASSIC EXCHANGE|ethereum classic forecast|ETHEREUM CLASSIC FUTURE|Ethereum Classic predictions|Ethereum Classic Price|ETHEREUM CLASSIC PRICE ANALYSIS|ETHEREUM CLASSIC TECHNICAL ANALYSIS|ETHEREUM CLASSIC TRADE|ETHEREUM CLASSIC TRADING,Ethereum Classic Price Analysis: ETC/USD bullish pattern.
Key Highlights Ethereum classic price surged higher this week and traded above $14.00 against the US dollar. There is a crucial bullish trend line formed with support at $13.55 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair is currently testing a major support area near $15.50 and it could...The post Ethereum Classic Price Analysis: ETC/USD’s Dips Remain Supported appeared first on NewsBTC.,2018-09-04 08:30:22,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD’s Dips Remain Supported
"A recent PwC survey has identified the usual suspects — regulatory uncertainty, and lack of trust, among others— as the major factors that hamper the widespread adoption of blockchain technology. Barriers to Blockchain Technology Development According to the survey, there are already dozens of adoption cases for blockchain technology in the global business process. However, issues relating to scaling, compatibility, lack of trust, regulatory uncertainty, etc., continue to trail the emerging industry. All of these problemsRead MoreThe post PwC Survey Identifies &#8216;Usual Suspects&#8217; as Hindrances to Widespread Blockchain Adoption appeared first on Bitcoinist.com.",2018-09-04 04:00:32,bitcoinist,Blockchain|Companies|News|News teaser|Blockchain Adoption|blockchain patents|PwC|Scalability,PwC Survey Identifies ‘Usual Suspects’ as Hindrances to Widespread Blockchain Adoption
"Ethereum Classic (ETC) has seen a positive price boost of 6% in the last 24hrs, taking it back about the $14 for the first time in over two weeks. Ethereum off-shoot, Ethereum Classic has bucked the general trend of the most-traded cryptocurrencies in the last 24hrs by registering a 6% up-tick in its price. The [&#8230;]The post Ethereum Classic sees 6% price boost, will be mined by BTC.com, part of institutional-grade storage plan appeared first on CryptoNewsReview.",2018-09-03 13:24:23,cryptonewsreview,Crypto|Markets|News|Balance Custody|ETC|Ethereum Classic,"Ethereum Classic sees 6% price boost, will be mined by BTC.com, part of institutional-grade storage plan"
"It would appear most cryptocurrency have begun showing signs of recovery in the past few years. This may very well signal a brand new bull run which affects both Bitcoin and the numerous altcoins on the market. The Ethereum Classic price is noting some solid gains right now, primarily because it is gaining a lot [&#8230;]",2018-09-03 13:05:33,themerkle,Crypto|News|Balance|ETC|Ethereum Classic Price|Kingdom Trust,Ethereum Classic Price: Growing Interest by Financial Firms Triggers Nice Value Increase
"Bitcoin prices have long been correlated with a variety of factors, including adoption level, new developments to the technology, etc. However, lately, as Bitcoin has slowly made its way to the mainstream, correlations between Bitcoin price and the US dollar have increasingly become apparent. For most of the past two months, Bitcoin and the US [&#8230;]The post Is there a pattern between USD, Dow Jones and Bitcoin? appeared first on CryptoPotato.",2018-09-03 06:01:09,cryptopotato,Crypto News,"Is there a pattern between USD, Dow Jones and Bitcoin?"
"Looking at the monthly charts, the leading cryptocurrency markets experienced heavy selling during August &#8211; with the top five crypto markets falling by between 10% and 35% from the start of the month when measuring against USD. Also Read: August 2018 Volume Rankings Report: ETC and Dash Top Ten BTC Produced Tightest Monthly Candle of 2018 [&#8230;]The post August Markets Report: Heavy Selling Across Leading Crypto Markets appeared first on Bitcoin News.",2018-09-01 21:05:36,bitcoin.com,Markets and Prices|Across|August|Bitcoin|bitcoin cash|Bitcoin Core|BTC|crypto|Cryptocurrency|EOS|ETH|Ethereum|heavy|Leading|Markets|N-Markets and Prices|report|Ripple|Selling|XRP,August Markets Report: Heavy Selling Across Leading Crypto Markets
"During August, the monthly volume posted by the majority of leading cryptocurrency markets continued to decline. Despite such, the ETC and Dash markets again defied the trend to post an increase in trade volume, with XRP also bucking the downward trend this month. Also Read: 160 Crypto Exchanges Seek to Enter Japanese Market, Regulator Reveals Top [&#8230;]The post August 2018 Volume Rankings Report: ETC and Dash Top Ten appeared first on Bitcoin News.",2018-08-31 20:30:53,bitcoin.com,Markets and Prices|2018|ada|August|BCH|Bitcoin|bitcoin cash|Bitcoin Core|Cardano|ck usd|ckusd|dash|EOS|ETC|ETH|Ethereum|Ethereum Classic|litecoin|LTC|Markets|N-Markets and Prices|neo|ont|Ontology|Qtum|Rankings|report|Ripple|Stellar|STR|Ten|Tether|top|tron|trx|USDT|volume|XLM|XRP|Zcash|ZEC,August 2018 Volume Rankings Report: ETC and Dash Top Ten
"Blockchain technology has come a long way since the inception of Bitcoin back in 2008. The technology has been proven to have the potential to disrupt several industries by enabling decentralization to create more robust ecosystems subsequently. Industries pertaining to Fintech, Consumer facing applications, Supply chain management, etc., all stand to be radically improved, and [&#8230;]Swissbloc Capital &#8211; Blockchain Technology for the Travel Industry was originally found on [blokt] - Blockchain, Bitcoin &amp; Cryptocurrency News.",2018-08-31 17:21:37,blokt,Featured|Sponsored,Swissbloc Capital – Blockchain Technology for the Travel Industry
"Here&#8217;s a look at the performance of the Top 10 cryptocurrencies &#8211; by 24h trading volume &#8211; on the CryptoCompare chart, as well as winners and losers across the board. Headlines &#8211; Modest gains for eight of the Top 10 traded cryptos &#8211; Bitcoin fails to best $7,000 twice in last 24hrs &#8211; Alts go [&#8230;]The post Crypto Top 10s (August 31st, 2018): Bitcoin bounces off $7,000 twice; Alts go sideways; Good Doge-y! appeared first on CryptoNewsReview.",2018-08-31 15:45:53,cryptonewsreview,Markets|News|Uncategorised|BCH|bitcoin|Bitcoin Cash|BTC|Doge|Dogecoin|EOS|ETC|ETH|ethereum|Ethereum Classic|LiteCoin|LTC|ripple|XRP,"Crypto Top 10s (August 31st, 2018): Bitcoin bounces off $7,000 twice; Alts go sideways; Good Doge-y!"
"The most valuable crypto firm in the world, Bitmain, has revealed that its BTC.com subsidiary will open Ethereum and Ethereum Classic mining pools soon.The post Bitmain Adds Ethereum and Ethereum Classic to its BTC.com Mining Pool appeared first on CoinSpeaker.",2018-08-31 11:11:04,coinspeaker,Altcoins|Bitcoin (BTC)|Companies|Cryptocurrencies|Ethereum (ETH)|Ethereum Classic (ETC)|Mining|News|bitmain|bitmain btc.com|bitmain mining|btc.com mining pool|etc|eth|ethereum|ethereum classic|ethereum classic mining|ethereum mining,Bitmain Adds Ethereum and Ethereum Classic to its BTC.com Mining Pool
"Many traders in traditional markets (equities, commodities, etc.) find success using a fundamental analysis (FA) approach. There are many different fundamentals that drive price in traditional markets, including dividends and earnings to name just two. But considering that the cryptocurrency space is a new and emerging market, is fundamental analysis really effective in trading crypto? [&#8230;]The post Fundamental Analysis In Bitcoin and Crypto: Is It Useful? appeared first on CryptoPotato.",2018-08-31 08:48:52,cryptopotato,Bitcoin|Crypto News,Fundamental Analysis In Bitcoin and Crypto: Is It Useful?
"Square has been given approval for its patent application for a new payment network that would welcome cryptocurrencies. The application to the US Patent and Trademark Office details a payment service that would be &#8220;capable of accepting a greater diversity of currencies&#8230; including virtual currencies including cryptocurrencies (bitcoin, ether, etc.). It also says that the [&#8230;]The post Square patent application for payment service including crypto has been approved appeared first on CryptoNewsReview.",2018-08-30 14:32:29,cryptonewsreview,Crypto|News|Square,Square patent application for payment service including crypto has been approved
Published on CoinnounceEtheruem Classic Price Key Features Ethereum classic price shaped a high at $13.37 and declined beneath $13.00 against the US dollar. There is a noteworthy bullish pattern line set up with support at $12.75 on the hourly diagram of the ETC/USD match (Information feed through Kraken). The pair could bob back in the wake of [&#8230;]The post Ethereum Classic Price Analysis: ETC/USD undergoing correction. appeared first on Coinnounce.,2018-08-30 10:15:22,coinnounce,#Daily Price Analysis|#Ethereum Classic price Analysis|Altcoins|Ethereum Classic|News|Opinion|Price Analysis|Trading|etc|ETC coinbase|ETC exchange|ETC forecast|ETC hitbtc|ETC poloniex|ETC predictions|ETC price|ETC PRICE ANALYSIS|ETC price now|ETC PRICE TODAY|ETC rate|ETC to dollars|ETC to USD|ETC TRADE|ETC TRADING|ETC/USD|ETCUSD|ethereum classic|ethereum classic blockchain|ETHEREUM CLASSIC CHART|ethereum classic coin|ETHEREUM CLASSIC ETC|ETHEREUM CLASSIC EXCHANGE|ethereum classic forecast|Ethereum Classic predictions|Ethereum Classic Price|ETHEREUM CLASSIC PRICE ANALYSIS|Ethereum Classic price watch|ETHEREUM CLASSIC TECHNICAL ANALYSIS|ETHEREUM CLASSIC TO USD|ETHEREUM CLASSIC TRADE|ETHEREUM CLASSIC TRADING,Ethereum Classic Price Analysis: ETC/USD undergoing correction.
Key Highlights Ethereum classic price formed a high at $13.37 and declined below $13.00 against the US dollar. There is a major bullish trend line in place with support at $12.75 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair could bounce back after testing the $12.75 support and the...The post Ethereum Classic Price Analysis: ETC/USD Could Rebound From $12.75 appeared first on NewsBTC.,2018-08-30 08:15:45,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Could Rebound From $12.75
"Here&#8217;s a look at the performance of the Top 10 cryptocurrencies &#8211; by 24h trading volume &#8211; on the CryptoCompare chart, as well as winners and losers across the board. Headlines &#8211; Market generally holds gains from last few days &#8211; Bitcoin (BTC) drops back below $7,000 barrier &#8211; Three gainers in Top 10 most-traded [&#8230;]The post Crypto Top 10s (August 29th, 2018): Bitcoin fall back below $7,000; mixed fortunes for Top 10, EOS shines. appeared first on CryptoNewsReview.",2018-08-29 17:39:22,cryptonewsreview,Blockchain|Crypto|ICOs|Markets|News|bitcoin|BTC|Decentraland|EOS|ETC|ETH|ethereum|LiteCoin|LTC,"Crypto Top 10s (August 29th, 2018): Bitcoin fall back below $7,000; mixed fortunes for Top 10, EOS shines."
"This is a paid-for submitted press release. CCN does not endorse, nor is responsible for any material included below and isn’t responsible for any damages or losses connected with any products or services mentioned in the press release. CCN urges readers to conduct their own research with due diligence into the company, product or service mentionedThe post ETC Game Announces Name Change to Coingame appeared first on CCN",2018-08-28 17:35:39,ccn,Press Releases,ETC Game Announces Name Change to Coingame
"Lee opens up about the future of digital currencies and that the price will reflect the success of the cryptocurrency in addition to other factors like market adoption, scalability, etc. The post Charlie Lee Wants Crypto Investors To Focus on Digital Currency Technology And Adoption appeared first on CoinSpeaker.",2018-08-28 12:57:32,coinspeaker,News,Charlie Lee Wants Crypto Investors To Focus on Digital Currency Technology And Adoption
"Published on CoinnounceEthereum Classic Price Key Features Ethereum classic price shaped a support base close $12.00 and moved higher against the US dollar. There was a break over a contracting triangle with resistance at $12.58 on the hourly diagram of the ETC/USD combine (Information feed by means of Kraken). The match has moved into a bullish zone [&#8230;]The post Ethereum Classic Price Analysis: ETC/USD gaining traction, 28 August. appeared first on Coinnounce.",2018-08-28 12:00:05,coinnounce,#Daily Price Analysis|#Ethereum Classic price Analysis|Ethereum Classic|News|Opinion|Price Analysis|Trading|Blockchain|cryptocurrency|daytrading|etc|ETC ANALYSIS|ETC price|ETC PRICE ANALYSIS|ETC to USD|ETC TRADE|ETC TRADING|ETC/USD|ETCUSD|ethereum classic|ethereum classic blockchain|ethereum classic forecast|ethereum classic future analysis|Ethereum Classic predictions|Ethereum Classic Price|ethereum classic price 2018|ETHEREUM CLASSIC PRICE ANALYSIS|ETHEREUM CLASSIC PRICE TODAY|Ethereum Classic price watch|ETHEREUM CLASSIC TECHNICAL ANALYSIS|ETHEREUM CLASSIC TO USD,"Ethereum Classic Price Analysis: ETC/USD gaining traction, 28 August."
Key Highlights Ethereum classic price formed a support base near $12.00 and moved higher against the US dollar. There was a break above a contracting triangle with resistance at $12.58 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair has moved into a bullish zone and it could continue to...The post Ethereum Classic Price Analysis: ETC/USD Eyes Upside Break above $13 appeared first on NewsBTC.,2018-08-28 08:00:05,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Eyes Upside Break above $13
Key Highlights Ethereum classic price declined from the $13.50 swing high and broke $13.00 against the US dollar. There was a break below a major bullish trend line with support at $12.60 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair spiked below the $12.00 support and formed a low...The post Ethereum Classic Price Analysis: ETC/USD Remains Supported Near $11.80 appeared first on NewsBTC.,2018-08-23 08:00:15,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD Remains Supported Near $11.80
"Here&#8217;s a look at the performance of the Top 10 cryptocurrencies &#8211; by 24h trading volume &#8211; on the CryptoCompare chart, as well as winners and losers across the board. Headlines &#8211; Prices up across Top 10, market cap up &#8211; Bitcoin (BTC) spikes after BitMEX goes offline &#8211; Ethereum up, but still below $300 [&#8230;]The post Crypto Top 10s (August 21st, 2018): BitMEX problems and Bitcoin spike leaves traders calling foul; Top 10 up appeared first on CryptoNewsReview.",2018-08-22 15:28:12,cryptonewsreview,Crypto|Markets|News|bitcoin|BTC|ETC|ETH|ethereum|Ethereum Classic|ripple|XRP,"Crypto Top 10s (August 21st, 2018): BitMEX problems and Bitcoin spike leaves traders calling foul; Top 10 up"
"Yesterday, popular cryptocurrency exchange Bittrex added two new US dollar crypto trading pairs to its platform. Now, in addition to Bitcoin, Tether, Ethereum, and TrueUSD, eligible corporate and personal account holders can also trade Ethereum Classic (ETC) and Ripple&#8217;s XRP on the USD market. The communications team at Bittrex published a blog post on August 8th, 2018, announcing...The post Bittrex Adds XRP/USD and ETC/USD Trading Pairs appeared first on Live Bitcoin News.",2018-08-22 06:30:50,livebitcoinnews,Altcoin News|Ethereum|News|Trading|Bittrex|ETC|Ethereum Classic|market|pair|USD|XRP,Bittrex Adds XRP/USD and ETC/USD Trading Pairs
"                        ECoinmerce, a DAO e-commerce platform, has announced the launch of the Crypto Community Watch program, in partnership with a consortium of crypto industry organizations including ICO Alert, GZH, Step VC and NewEconomies. The main purpose of the program is to create an anonymous tip line as well as a whistleblower reward mechanism to deal with the problem of cryptocurrency scammers and hackers.The program aims to create a community within the crypto world that shares information about crypto bad actors while laying the groundwork for efficient punishment by law enforcement. The program hopes to create a sufficient deterrent against crypto crime, while rewarding those who come up with beneficial information toward this goal.Speaking with Bitcoin Magazine on the importance of the program, ECoinmerce COO Rex Chen said he was optimistic about the prospects of the program but believes getting “widespread buy-in and adoption” is critical.“The crypto scene revolves around collaboration, open source, transparency, etc. and this is an extension of that. We all complain about ‘FUD’ and warn each other about the dangers in the space (ex. don’t hold your funds on exchanges for a long time), but very little is actually being done about the dangers of scams, hacks, etc. If people can collaborate on self-policing the same way they collaborate on Github while coding, the industry will get much better as a whole regardin...",2018-08-21 16:07:51,bitcoinmagazine,Bitcoin|Law & justice,Crypto Industry Consortium Launches Self-Policing Program
"Seattle cryptoexchange Bittrex is adding Ripple (XRP) and Ethereum Classic (ETC) trading pairs to its lists. It brings the total number of cryptocurrency trading pairs available on Bittrex to six, following May’s effort to bring in US Dollar pairs for Bitcoin (BTC), Tether (USDT), TrueUSD (TUSD) and Ethereum (ETH). Bittrex users can request their account [&#8230;]The post You can now trade Ripple and Ethereum Classic against USD via Bittrex appeared first on CryptoNewsReview.",2018-08-21 08:51:25,cryptonewsreview,Markets|News|Bittrex|ETC|Ethereum Classic|ripple|XRP,You can now trade Ripple and Ethereum Classic against USD via Bittrex
Key Highlights Ethereum classic price declined below the $13.50 and $13.00 support levels against the US dollar. There is a key bearish trend line formed with resistance at $12.80 on the hourly chart of the ETC/USD pair (Data feed via Kraken). The pair may possibly correct higher in the near term towards the $12.80 and...The post Ethereum Classic Price Analysis: ETC/USD is Bearish Below $13 appeared first on NewsBTC.,2018-08-21 08:15:24,newsbtc,Analysis|Technical|ETC|ETC to USD|ethereum|Ethereum Classic|Ethereum Classic Price|Ethereum Classic Price Technical Analysis|Opinion|price|trading,Ethereum Classic Price Analysis: ETC/USD is Bearish Below $13
Ethereum Classic Price Key Highlights Ethereum Classic price looks ready to resume its slide after hitting resistance at an area of interest. Technical indicators are reflecting the presence of selling pressure that could take price down to the next support zones. The Fibonacci extension tool shows the potential downside targets from here. Ethereum Classic price...The post Ethereum Classic (ETC) Price Watch: Next Downside Targets appeared first on NewsBTC.,2018-08-21 04:31:44,newsbtc,Technical|buy etc|ETC|etc coinbase|etcusd|Ethereum Classic,Ethereum Classic (ETC) Price Watch: Next Downside Targets
"While investors entered this past week expecting for the crypto market to fall further, it has become apparent that the market has temporarily staved off a move lower. Whether this recovery was a result of positive fundamentals or just a &#8220;dead cat bounce&#8221; remains to be seen. Nonetheless, this week has had its fair share...The post Crypto Week In Review: The Market Remains Tumultuous Even Amid Bullish News appeared first on NewsBTC.",2018-08-19 08:28:49,newsbtc,Crypto|Industry|Binance|bitcoin|Bitcoin ETF|Bitcoin ETN|bitcoin mining|crypto|cryptocurrency|cryptocurrency exchange|ETC|ethereum|Ethereum Classic,Crypto Week In Review: The Market Remains Tumultuous Even Amid Bullish News
"Owing to the remarkable features such as convenience, easy tracking of spending, lower risks, etc., people have been increasingly adopting the concept of digital trading.  To tap into this growing trend, XINFINITY has introduced its digital wallet that will revolutionized digital currency transactions for the better. Cryptocurrency wallets store public as well as private keys [&#8230;]",2018-08-18 19:17:21,themerkle,Press Releases|XINFINITY,XINFINITY- A One-Stop Digital Transaction Wallet
